nombre,pos,rank_pos,edad,proj_mercado,g_proj,pg,eg,total_v2,vbd2,espn_id
Myles Harden,CB,86,25,113.7,17.0,6.69,13.0,87.2,-63.2,4695783
Omarr Norman-Lott,DT,127,24,33.3,17.0,1.96,12.9,25.3,-63.3,4591008
Albert Regis,DT,128,23,33.3,17.0,1.96,12.9,25.4,-63.3,4612298
Brandon Pili,DT,152,27,16.2,17.0,0.95,10.7,10.2,-63.3,4259651
Adin Huntington,DT,153,24,16.1,17.0,0.95,10.7,10.1,-63.3,4605792
Tua Tagovailoa,QB,32,28,151.4,17.0,8.91,12.6,112.6,-63.5,4241479
Jordan Burch,DE,101,25,57.6,17.0,3.39,13.4,45.3,-63.5,4428996
Tyler Onyedim,DT,129,23,32.9,17.0,1.94,12.9,25.0,-63.6,4683535
Cameron Goode,DE,102,28,57.1,17.0,3.36,13.4,44.9,-63.9,4035857
A.J. Haulcy,S,60,22,154.3,17.0,9.08,13.6,123.4,-63.9,4905664
L.J. Collier,DT,131,31,32.2,17.0,1.89,12.9,24.5,-64.2,3116449
Jalen Nailor,WR,66,27,131.1,17.0,7.71,12.4,95.3,-64.4,4382466
CJ Allen,LB,48,21,203.6,17.0,11.98,12.2,146.5,-64.4,4870598
Elijah Roberts,DT,132,25,31.9,17.0,1.88,12.9,24.3,-64.4,4690795
Rakeem Nunez-Roches,DT,158,33,14.5,17.0,0.85,10.7,9.1,-64.4,2575453
Eric Wilson,LB,45,32,214.5,17.0,12.62,13.9,175.9,-64.5,3056916
Frankie Luvu,LB,49,30,203.1,17.0,11.95,12.2,146.1,-64.8,3127273
Bralen Trice,DE,103,25,55.9,17.0,3.29,13.4,43.9,-64.9,4428713
LaBryan Ray,DT,159,29,13.7,17.0,0.8,10.7,8.6,-64.9,4241473
Shavon Revel Jr.,CB,93,25,91.0,17.0,5.35,10.5,56.0,-65.1,5095865
Mekhi Blackmon,CB,87,27,111.1,17.0,6.53,13.0,85.2,-65.3,4360677
Jacob Martin,DE,104,31,55.1,17.0,3.24,13.4,43.3,-65.5,3138764
Denzel Burke,CB,88,24,110.6,17.0,6.51,13.0,84.9,-65.5,4432668
Deatrich Wise Jr.,DT,133,32,30.5,17.0,1.79,12.9,23.2,-65.5,2980080
Bobby Jamison-Travis,DT,134,25,29.7,17.0,1.75,12.9,22.6,-66.0,5159928
Barryn Sorrell,DE,105,24,54.0,17.0,3.18,13.4,42.5,-66.3,4683643
Darnell Washington,TE,35,25,75.4,17.0,4.43,12.8,56.7,-67.1,4430802
Mazi Smith,DT,164,25,9.8,17.0,0.58,10.7,6.2,-67.3,4426347
Dylan Sampson,RB,52,22,90.6,17.0,5.33,11.4,60.6,-67.4,5081397
Ty Hamilton,DT,137,24,27.8,17.0,1.63,12.9,21.1,-67.6,4431118
Naquan Jones,DT,165,28,9.2,17.0,0.54,10.7,5.8,-67.7,4046716
Dante Fowler Jr.,DE,106,32,52.0,17.0,3.06,13.4,40.9,-67.9,2980100
Jer'Zhan Newton,DT,138,24,27.4,17.0,1.61,12.9,20.9,-67.9,4430560
Cashius Howell,DE,107,23,51.8,17.0,3.05,13.4,40.7,-68.1,4710752
Anthony Nelson,DE,108,29,51.9,17.0,3.05,13.4,40.8,-68.1,3894856
Malcolm Koonce,DE,109,28,51.9,17.0,3.05,13.4,40.8,-68.1,4239719
Cade Klubnik,QB,63,23,9.8,17.0,0.57,5.1,2.9,-68.2,4685413
Ty Johnson,RB,53,29,88.7,17.0,5.22,11.4,59.3,-68.6,3915411
Mike Danna,DE,110,29,51.1,17.0,3.01,13.4,40.2,-68.6,3915487
Darien Porter,CB,89,25,106.5,17.0,6.26,13.0,81.7,-68.8,4430330
Benito Jones,DT,139,29,25.9,17.0,1.52,12.9,19.7,-69.0,4035299
Levi Onwuzurike,DT,140,28,25.7,17.0,1.51,12.9,19.5,-69.1,4039020
Drake Thomas,LB,51,26,196.7,17.0,11.57,12.2,141.5,-69.4,4428659
Cody Barton,LB,52,30,196.7,17.0,11.57,12.2,141.6,-69.4,3926229
Princely Umanmielen,DE,112,24,50.1,17.0,2.95,13.4,39.4,-69.4,4429166
Ty Robinson,DT,167,25,6.3,17.0,0.37,10.7,4.0,-69.5,4569586
Kris Jenkins Jr.,DT,141,25,24.7,17.0,1.45,12.9,18.8,-69.9,4432301
Jackie Marshall,DT,142,23,24.7,17.0,1.45,12.9,18.8,-69.9,5081785
Tyler Allgeier,RB,50,26,98.0,17.0,5.76,12.8,73.8,-70.1,4373626
Derrick Moore,DE,113,24,49.1,17.0,2.89,13.4,38.6,-70.2,4685461
Sam Williams,DE,114,27,49.2,17.0,2.89,13.4,38.7,-70.2,4567242
Dawson Knox,TE,36,30,71.1,17.0,4.18,12.8,53.5,-70.3,3930086
Keaton Mitchell,RB,59,24,68.3,17.0,4.02,9.8,39.4,-70.8,4596334
Chris McClellan,DT,143,23,23.3,17.0,1.37,12.9,17.7,-71.0,4820574
Denzel Perryman,LB,59,34,170.1,17.0,10.0,9.8,98.1,-71.1,2579621
Emari Demercado,RB,60,27,67.2,17.0,3.95,9.8,38.8,-71.4,4362478
Tony Jefferson,S,67,34,126.8,17.0,7.46,11.3,84.5,-71.4,16195
PJ Mustipher,DT,144,27,22.6,17.0,1.33,12.9,17.2,-71.5,4361421
Chauncey Golston,DE,129,28,25.3,17.0,1.49,10.9,16.2,-72.4,4036132
Tyrone Tracy Jr.,RB,51,27,94.5,17.0,5.56,12.8,71.1,-72.7,4360516
Theo Jackson,S,63,28,142.4,17.0,8.38,13.6,113.9,-73.4,4242436
Braelon Allen,RB,54,22,81.4,17.0,4.79,11.4,54.4,-73.5,4685247
Tyler Higbee,TE,51,33,39.5,17.0,2.32,10.0,23.2,-73.5,2573401
Colby Parkinson,TE,37,27,66.7,17.0,3.92,12.8,50.2,-73.6,4242557
Xavier Legette,WR,69,25,118.4,17.0,6.96,12.4,86.1,-73.7,4430034
Christian Elliss,LB,53,27,190.5,17.0,11.21,12.2,137.1,-73.8,4245273
Donte Jackson,CB,90,31,99.8,17.0,5.87,13.0,76.6,-73.8,3843769
Yahya Black,DT,146,24,19.4,17.0,1.14,12.9,14.8,-73.9,4430947
T.J. Slaton Jr.,DT,147,29,19.4,17.0,1.14,12.9,14.7,-73.9,4240612
Danny Striggow,DE,132,24,22.7,17.0,1.34,10.9,14.5,-74.0,4573319
Michael Hoecht,DE,115,29,43.8,17.0,2.58,13.4,34.4,-74.4,4033234
Darrell Jackson Jr.,DT,148,23,18.3,17.0,1.08,12.9,13.9,-74.7,4612836
Jerry Tillery,DT,149,30,18.4,17.0,1.08,12.9,14.0,-74.7,3863182
Tommy Tremble,TE,38,26,65.1,17.0,3.83,12.8,49.0,-74.8,4372780
Jalen Tolbert,WR,77,27,94.4,17.0,5.55,10.2,56.6,-75.0,4249417
De'Zhaun Stribling,WR,70,24,116.3,17.0,6.84,12.4,84.6,-75.1,4710714
Chris Rodriguez Jr.,RB,55,26,77.1,17.0,4.53,11.2,50.5,-75.2,4362619
Theo Johnson,TE,39,25,64.2,17.0,3.78,12.8,48.3,-75.4,4429148
Tyrus Wheat,DT,150,27,17.3,17.0,1.02,12.9,13.2,-75.5,4689333
Cade Stover,TE,57,26,35.5,17.0,2.09,10.0,20.9,-75.8,4426496
Noah Gray,TE,40,27,63.5,17.0,3.73,12.8,47.8,-76.0,4240472
Derrick Barnes,LB,54,27,187.5,17.0,11.03,12.2,134.9,-76.0,4260409
Tyree Wilson,DE,116,26,41.7,17.0,2.45,13.4,32.8,-76.1,4372533
Aeneas Peebles,DT,151,25,16.3,17.0,0.96,12.9,12.4,-76.2,4565311
Ventrell Miller,LB,55,27,187.1,17.0,11.0,12.2,134.6,-76.4,4240610
Jonah Williams,DT,154,31,15.8,17.0,0.93,12.9,12.0,-76.6,4032481
Kain Medrano,DE,136,25,18.4,17.0,1.08,10.9,11.8,-76.8,4427984
Chris Williams,DT,155,28,15.6,17.0,0.92,12.9,11.9,-76.8,4034530
Khristian Boyd,DT,156,26,15.5,17.0,0.91,12.9,11.8,-76.9,4384595
Azareye'h Thomas,CB,98,22,71.8,17.0,4.22,10.5,44.2,-77.0,4685596
Dee Winters,LB,50,26,199.1,17.0,11.71,13.9,163.2,-77.1,4428914
Jordan van den Berg,DT,157,24,14.8,17.0,0.87,12.9,11.3,-77.4,4875381
D'Angelo Ponds,CB,91,21,94.5,17.0,5.56,13.0,72.5,-77.9,5118340
Desjuan Johnson,DE,117,27,39.3,17.0,2.31,13.4,30.9,-78.0,4362294
Teddye Buchanan,LB,56,24,184.4,17.0,10.85,12.2,132.7,-78.2,4698244
Joshua Josephs,DE,118,0,39.0,17.0,2.29,13.4,30.7,-78.3,5081392
Keion White,DE,119,27,38.7,17.0,2.28,13.4,30.4,-78.4,4243493
Rylie Mills,DT,160,25,13.4,17.0,0.79,12.9,10.2,-78.4,4430838
Geno Stone,S,65,27,138.2,17.0,8.13,13.9,113.3,-78.5,4240575
Malik Hooker,S,70,30,115.8,17.0,6.81,11.3,77.2,-78.8,3121415
Oluwafemi Oladejo,DE,120,23,38.0,17.0,2.24,13.4,29.9,-78.9,4876057
Tank Dell,WR,71,27,111.0,17.0,6.53,12.4,80.7,-79.0,4366031
Tyler Nubin,S,71,25,115.4,17.0,6.79,11.3,76.9,-79.0,4430261
Omar Speights,LB,57,25,183.1,17.0,10.77,12.2,131.7,-79.2,4428550
Jahdae Barron,CB,92,25,92.7,17.0,5.46,13.0,71.1,-79.2,4430925
Omar Cooper Jr.,WR,72,23,110.4,17.0,6.49,12.4,80.2,-79.5,4723820
Leonard Taylor III,DT,161,24,12.0,17.0,0.7,12.9,9.1,-79.6,4431598
Mike Morris,DT,162,25,11.6,17.0,0.68,12.9,8.8,-79.9,4572055
Rayshaun Benny,DT,163,24,11.5,17.0,0.68,12.9,8.7,-79.9,4432661
Keyron Crawford,DE,121,23,36.5,17.0,2.15,13.4,28.7,-80.1,4911904
Jauan Jennings,WR,68,29,120.0,17.0,7.06,13.8,97.5,-80.6,3886598
Malik Washington,WR,73,25,108.5,17.0,6.38,12.4,78.9,-80.8,4569603
Payton Turner,DE,122,27,35.6,17.0,2.09,13.4,28.0,-80.9,4240269
Mike Washington Jr.,RB,56,23,70.2,17.0,4.13,11.4,46.9,-81.1,4686658
Storm Duck,CB,94,26,90.3,17.0,5.31,13.0,69.3,-81.1,4427103
Jaylinn Hawkins,S,66,29,132.6,17.0,7.8,13.6,106.0,-81.3,3858276
Cedric Johnson,DE,143,24,10.9,17.0,0.64,10.9,7.0,-81.6,4430065
Sam Roberts,DT,166,28,9.2,17.0,0.54,12.9,7.0,-81.7,4077786
Tank Bigsby,RB,57,25,69.0,17.0,4.06,11.4,46.1,-81.9,4429013
MarShawn Lloyd,RB,58,25,68.8,17.0,4.05,11.4,46.0,-82.0,4429023
Cooper Kupp,WR,74,33,107.0,17.0,6.29,12.4,77.8,-82.0,2977187
Cole Kmet,TE,43,27,55.4,17.0,3.26,12.8,41.7,-82.0,4258595
Ja'Kobi Lane,WR,75,22,105.9,17.0,6.23,12.4,77.0,-82.7,4870847
Tyler Batty,DE,145,27,9.1,17.0,0.53,10.9,5.8,-82.8,4608794
Bo Richter,DE,123,26,32.7,17.0,1.92,13.4,25.7,-83.2,4875564
Braiden McGregor,DE,147,25,8.3,17.0,0.49,10.9,5.3,-83.3,4429005
Jaylen Wright,RB,67,23,46.2,17.0,2.72,9.8,26.7,-83.5,4682745
Jordan James,RB,61,22,66.3,17.0,3.9,11.4,44.3,-83.7,4685397
Zachariah Branch,WR,76,22,104.3,17.0,6.13,12.4,75.8,-83.9,4870612
Bud Dupree,DE,124,33,31.6,17.0,1.86,13.4,24.8,-84.0,2576702
Myles Bryant,CB,104,28,59.8,17.0,3.52,10.5,36.8,-84.3,4039010
TJ Parker,DE,125,22,31.2,17.0,1.83,13.4,24.5,-84.4,4870886
Cam Taylor-Britt,CB,105,27,56.2,16.0,3.51,10.5,36.7,-84.4,4361196
George Holani,RB,69,27,44.2,17.0,2.6,9.8,25.5,-84.7,4429835
Nick Barrett,DT,168,23,4.9,17.0,0.29,12.9,3.7,-84.9,4682818
Sai'vion Jones,DT,169,23,4.8,17.0,0.28,12.9,3.6,-85.0,4603189
Brock Wright,TE,70,28,19.2,17.0,1.13,10.0,11.3,-85.4,4242392
Foster Moreau,TE,71,29,19.1,17.0,1.13,10.0,11.2,-85.4,3843945
Nate Adkins,TE,74,27,18.6,17.0,1.1,10.0,10.9,-85.7,4383440
Dorian Williams,LB,58,25,173.5,17.0,10.21,12.2,124.9,-86.0,4568624
Tony Adams,S,74,27,104.3,17.0,6.13,11.3,69.5,-86.4,4240532
Max Melton,CB,107,24,56.4,17.0,3.32,10.5,34.8,-86.4,4698113
Carrington Valentine,CB,95,25,83.1,17.0,4.89,13.0,63.7,-86.6,4430965
Ben Sims,TE,76,26,15.6,17.0,0.92,10.0,9.2,-87.5,4373030
Jarrian Jones,CB,96,25,81.7,17.0,4.8,13.0,62.6,-87.8,4426448
Azeez Ojulari,DE,126,26,26.6,17.0,1.57,13.4,20.9,-87.9,4379409
DJ Giddens,RB,73,23,38.1,17.0,2.24,9.8,22.0,-88.2,4874509
Savion Williams,WR,93,25,72.3,17.0,4.25,10.2,43.3,-88.2,4431487
Malik Davis,RB,74,28,37.6,17.0,2.21,9.8,21.7,-88.5,4240603
Dani Dennis-Sutton,DE,127,23,25.5,17.0,1.5,13.4,20.1,-88.8,4685315
AJ Epenesa,DE,128,28,25.5,17.0,1.5,13.4,20.0,-88.8,4240585
Kirk Cousins,QB,36,38,61.3,17.0,3.61,8.6,30.8,-88.9,14880
Noah Fant,TE,44,29,46.2,17.0,2.72,12.8,34.8,-89.0,4036131
Wesley Williams,DE,130,22,25.4,17.0,1.49,13.4,20.0,-89.0,4832922
Austin Hooper,TE,45,32,45.5,17.0,2.67,12.8,34.2,-89.6,3043275
Elijah Higgins,TE,46,26,44.9,17.0,2.64,12.8,33.8,-90.0,4426844
David Ojabo,DE,131,26,23.9,17.0,1.4,13.4,18.8,-90.2,4426507
Cody Simon,LB,60,24,166.9,17.0,9.82,12.2,120.1,-90.8,4429071
Tory Horton,WR,97,24,67.7,17.0,3.98,10.2,40.6,-91.0,4597703
Ryan Flournoy,WR,78,27,94.0,17.0,5.53,12.4,68.3,-91.4,5083754
David Walker,DE,133,26,22.1,17.0,1.3,13.4,17.4,-91.5,5085355
Tyler Conklin,TE,86,31,8.6,17.0,0.51,10.0,5.1,-91.6,3915486
Eric Saubert,TE,89,32,8.6,17.0,0.51,10.0,5.0,-91.6,2975863
Cam Lewis,S,68,29,119.6,17.0,7.04,13.6,95.6,-91.7,3916577
Tre' Harris,WR,79,24,93.4,17.0,5.49,12.4,67.9,-91.9,4686612
Anfernee Jennings,DE,134,29,21.6,17.0,1.27,13.4,17.0,-91.9,3925350
Darnell Mooney,WR,80,29,93.0,17.0,5.47,12.4,67.6,-92.1,4040655
Isaiah Davis,RB,62,24,53.4,17.0,3.14,11.4,35.7,-92.3,4695404
Chris Bell,WR,81,22,92.7,17.0,5.46,12.4,67.4,-92.3,4869961
Erick All Jr.,TE,47,26,41.5,17.0,2.44,12.8,31.2,-92.5,4427834
Will Kacmarek,TE,48,23,41.5,17.0,2.44,12.8,31.2,-92.5,4880236
Andrew Wingard,S,69,30,118.3,17.0,6.96,13.6,94.6,-92.8,3918331
Darrell Baker Jr.,CB,97,28,74.4,17.0,4.37,13.0,57.0,-93.3,4036660
Josh Oliver,TE,49,29,40.2,17.0,2.36,12.8,30.2,-93.6,3921690
Devaughn Vele,WR,100,29,63.0,17.0,3.7,10.2,37.7,-93.8,4569559
Drew Sample,TE,50,30,39.9,17.0,2.34,12.8,30.0,-93.8,3127310
Jack Sawyer,DE,135,24,19.2,17.0,1.13,13.4,15.1,-93.8,4431590
Keon Coleman,WR,102,23,62.1,17.0,3.65,10.2,37.2,-94.3,4635008
J.J. McCarthy,QB,37,23,50.4,17.0,2.96,8.6,25.3,-94.5,4433970
Eli Stowers,TE,52,23,38.8,17.0,2.28,12.8,29.2,-94.6,4431574
Eli Raridon,TE,53,22,38.8,17.0,2.28,12.8,29.2,-94.6,4831959
Romello Height,DE,137,25,18.2,17.0,1.07,13.4,14.3,-94.6,4432244
Jaydon Blue,RB,63,22,49.8,17.0,2.93,11.4,33.3,-94.7,4685279
Dylan Horton,DE,138,26,18.0,17.0,1.06,13.4,14.2,-94.7,4374066
Deane Leonard,CB,110,27,42.5,17.0,2.5,10.5,26.2,-95.0,4690171
Drew Allar,QB,48,22,12.1,17.0,0.71,7.2,5.1,-95.3,4714771
Justin Strnad,LB,62,30,160.6,17.0,9.45,12.2,115.6,-95.3,3919548
Emmett Johnson,RB,64,23,48.7,17.0,2.87,11.4,32.6,-95.4,4832955
Marist Liufau,DE,139,25,17.0,17.0,1.0,13.4,13.4,-95.5,4427816
Charlie Kolar,TE,54,27,37.0,17.0,2.18,12.8,27.9,-95.9,4241263
Kristian Fulton,CB,113,28,41.0,17.0,2.41,10.5,25.3,-96.0,4035433
LeQuint Allen Jr.,RB,65,22,47.4,17.0,2.79,11.4,31.7,-96.3,4911851
Mitchell Evans,TE,55,23,36.4,17.0,2.14,12.8,27.4,-96.4,4683243
Kyle Juszczyk,RB,66,35,46.5,17.0,2.74,11.4,31.1,-96.9,16002
John Bates,TE,56,29,35.7,17.0,2.1,12.8,26.8,-96.9,4048228
Jack Bech,WR,82,24,86.4,17.0,5.08,12.4,62.8,-97.0,4603186
Josh Newton,CB,99,26,69.6,17.0,4.09,13.0,53.4,-97.0,4365319
Ashton Dulin,WR,103,29,57.4,17.0,3.38,10.2,34.4,-97.1,4061956
Colton Hood,CB,100,21,69.3,17.0,4.08,13.0,53.2,-97.1,4921249
Chris Brooks,RB,68,26,45.7,17.0,2.69,11.4,30.5,-97.5,3149687
Tutu Atwell,WR,104,27,56.7,17.0,3.34,10.2,34.0,-97.5,4360797
Isaiah Pola-Mao,S,72,27,112.1,17.0,6.6,13.6,89.7,-97.6,4259632
Quincy Riley,CB,101,25,68.6,17.0,4.04,13.0,52.7,-97.6,4428350
Jake Tonges,TE,58,27,34.1,17.0,2.01,12.8,25.7,-98.0,4259147
Darius Slayton,WR,83,29,84.6,17.0,4.97,12.4,61.5,-98.3,3916945
Caleb Douglas,WR,84,23,84.3,17.0,4.96,12.4,61.3,-98.5,4869645
Kimani Vidal,RB,71,25,41.2,17.0,2.42,11.2,27.0,-98.8,4430968
Thomas Incoom,DE,140,27,12.9,17.0,0.76,13.4,10.1,-98.8,4714157
Jonah Coleman,RB,70,23,43.1,17.0,2.53,11.4,28.8,-99.3,4702555
Arnold Ebiketie,DE,141,27,12.3,17.0,0.72,13.4,9.7,-99.3,4257591
Nohl Williams,CB,102,24,66.2,17.0,3.9,13.0,50.8,-99.5,4610705
Daniel Hardy,DE,142,28,11.0,17.0,0.64,13.4,8.6,-100.4,4365629
George Gumbs Jr.,DE,144,24,10.8,17.0,0.63,13.4,8.5,-100.5,4708238
Antonio Williams,WR,85,22,81.3,17.0,4.78,12.4,59.1,-100.7,5081432
Kayshon Boutte,WR,86,24,81.2,17.0,4.78,12.4,59.1,-100.7,4429022
Tanner Hudson,TE,59,32,30.6,17.0,1.8,12.8,23.1,-100.7,3050481
Andrei Iosivas,WR,87,27,80.5,17.0,4.74,12.4,58.5,-101.2,4368003
Tyquan Thornton,WR,88,26,80.4,17.0,4.73,12.4,58.5,-101.3,4362921
Adam Trautman,TE,60,29,29.8,17.0,1.75,12.8,22.5,-101.4,3911853
RJ Mickens,S,82,25,81.6,17.0,4.8,11.3,54.4,-101.5,4429018
Jonathan Jones,CB,122,33,31.8,17.0,1.87,10.5,19.6,-101.6,2971027
Sean Tucker,RB,72,25,39.2,17.0,2.31,11.4,26.2,-101.8,4430871
Jared Ivey,DE,146,25,9.0,17.0,0.53,13.4,7.1,-101.8,4605478
Luke Schoonmaker,TE,61,28,29.0,17.0,1.71,12.8,21.8,-101.9,4372096
Caleb Ransaw,S,73,24,106.9,17.0,6.29,13.6,85.4,-101.9,4683347
Jackson Hawes,TE,62,26,28.8,17.0,1.7,12.8,21.7,-102.0,4573699
Mo Alie-Cox,TE,63,33,28.5,17.0,1.67,12.8,21.4,-102.4,2998565
Avieon Terrell,CB,103,21,62.3,17.0,3.66,13.0,47.8,-102.6,4870988
Jahan Dotson,WR,89,26,78.6,17.0,4.62,12.4,57.1,-102.7,4361409
Christian Kirk,WR,111,30,48.0,17.0,2.83,10.2,28.8,-102.7,3895856
Jaylin Noel,WR,90,24,78.4,17.0,4.61,12.4,57.0,-102.8,4586312
Daniel Bellinger,TE,64,26,27.8,17.0,1.63,12.8,20.9,-102.9,4361516
Ben Sinnott,TE,65,24,27.3,17.0,1.61,12.8,20.5,-103.2,4690923
Ray Davis,RB,75,27,37.1,17.0,2.18,11.4,24.8,-103.3,4429501
Ollie Gordon II,RB,76,22,37.0,17.0,2.18,11.4,24.7,-103.3,4711533
Treylon Burks,WR,113,26,46.8,17.0,2.75,10.2,28.0,-103.5,4567156
Joshua Palmer,WR,114,27,46.6,17.0,2.74,10.2,27.9,-103.6,4242433
SirVocea Dennis,LB,61,26,166.4,17.0,9.79,13.9,136.4,-103.8,4429511
Isaac TeSlaa,WR,91,24,76.3,17.0,4.49,12.4,55.5,-104.3,5123663
Jeremy Ruckert,TE,66,26,25.8,17.0,1.52,12.8,19.4,-104.3,4361372
Luke Musgrave,TE,67,26,25.4,17.0,1.5,12.8,19.1,-104.6,4428085
Bradyn Swinson,DE,148,24,5.4,17.0,0.32,13.4,4.3,-104.7,4431424
Keir Thomas II,DE,149,28,5.4,17.0,0.32,13.4,4.2,-104.7,4038843
Corey Thornton,CB,128,25,26.9,17.0,1.58,10.5,16.6,-104.7,4431426
Jahlani Tavai,LB,69,30,111.8,17.0,6.57,9.8,64.5,-104.8,3124587
Pat Bryant,WR,92,24,75.4,17.0,4.44,12.4,54.8,-104.9,4600981
Durham Smythe,TE,68,31,24.3,17.0,1.43,12.8,18.3,-105.5,3052897
Jermod McCoy,CB,106,21,58.1,17.0,3.42,13.0,44.6,-105.7,5157289
LT Overton,DE,150,22,3.7,17.0,0.22,13.4,2.9,-106.0,4870960
Patrick Ricard,RB,100,32,7.0,17.0,0.41,9.8,4.0,-106.1,2975417
Quan Martin,S,75,26,101.4,17.0,5.96,13.6,81.0,-106.4,4360378
Nate Hobbs,CB,131,27,23.2,17.0,1.36,10.5,14.3,-107.0,4240542
Kaleb Johnson,RB,101,23,5.1,17.0,0.3,9.8,2.9,-107.2,4819231
Kaelon Black,RB,77,25,30.8,17.0,1.81,11.4,20.6,-107.5,4696044
Michael Carter II,CB,133,27,22.2,17.0,1.31,10.5,13.7,-107.5,4240456
D'Angelo Ross,CB,135,30,21.6,17.0,1.27,10.5,13.3,-107.9,3139389
Marvin Mims Jr.,WR,94,24,70.4,17.0,4.14,12.4,51.2,-108.6,4686472
Davis Allen,TE,69,25,20.0,17.0,1.18,12.8,15.1,-108.7,4426553
Emanuel Wilson,RB,78,27,10.0,6.0,1.66,11.4,18.9,-109.2,4887558
Will Shipley,RB,79,24,28.2,17.0,1.66,11.4,18.8,-109.2,4431545
Sean Murphy-Bunting,CB,108,29,53.5,17.0,3.15,13.0,41.1,-109.2,3932886
Dontayvion Wicks,WR,95,25,69.1,17.0,4.07,12.4,50.2,-109.5,4428850
Nate Boerkircher,TE,72,25,18.9,17.0,1.11,12.8,14.3,-109.6,4686248
Payne Durham,TE,73,26,18.9,17.0,1.11,12.8,14.2,-109.6,4372505
Payton Wilson,LB,63,26,159.1,17.0,9.36,13.9,130.5,-109.8,4361652
Tacario Davis,CB,109,22,52.2,17.0,3.07,13.0,40.0,-110.2,4726127
Ted Hurst III,WR,96,22,68.0,17.0,4.0,12.4,49.4,-110.4,5220680
Adam Randall,RB,80,22,26.3,17.0,1.55,11.4,17.6,-110.5,4685526
Hunter Luepke,RB,81,26,26.1,17.0,1.53,11.4,17.4,-110.7,4383396
Jonathan Owens,S,76,31,95.8,17.0,5.63,13.6,76.6,-110.8,4331768
KaVontae Turpin,WR,98,30,66.8,17.0,3.93,12.4,48.5,-111.2,3676833
Demond Claiborne,RB,82,23,25.2,17.0,1.48,11.4,16.8,-111.3,4832846
Joe Royer,TE,75,24,16.3,17.0,0.96,12.8,12.3,-111.5,4565859
Caelen Carson,CB,143,24,15.7,17.0,0.92,10.5,9.7,-111.6,4431006
Michael Taaffe,S,77,23,94.7,17.0,5.57,13.6,75.7,-111.7,4880346
Darnay Holmes,CB,145,28,14.8,17.0,0.87,10.5,9.1,-112.1,4242973
DeMario Douglas,WR,99,26,65.2,17.0,3.83,12.4,47.4,-112.5,4427095
Joe Flacco,QB,38,41,14.2,17.0,0.84,8.6,7.2,-112.7,11252
Danny Stutsman,LB,64,23,136.4,17.0,8.02,12.2,98.1,-112.7,4683215
Jason Pinnock,S,78,27,93.3,17.0,5.49,13.6,74.6,-112.7,4240706
Justin Fields,QB,42,27,13.1,17.0,0.77,8.6,6.6,-113.3,4362887
Marcus Mariota,QB,47,33,12.3,17.0,0.73,8.6,6.2,-113.7,2576980
Spencer Rattler,QB,52,26,11.7,17.0,0.69,8.6,5.9,-114.0,4426339
Nick Westbrook-Ikhine,WR,101,29,62.5,17.0,3.68,12.4,45.5,-114.3,3929785
Mac Jones,QB,55,28,11.3,17.0,0.66,8.6,5.7,-114.3,4241464
Chuck Clark,S,79,31,91.3,17.0,5.37,13.6,73.0,-114.4,3045463
Nicholas Singleton,RB,83,22,20.0,17.0,1.18,11.4,13.4,-114.7,4685555
Devin Singletary,RB,84,29,20.1,17.0,1.18,11.4,13.5,-114.7,4040761
KeAndre Lambert-Smith,WR,130,25,28.0,17.0,1.65,10.2,16.8,-114.7,4430870
Tahj Brooks,RB,85,24,19.6,17.0,1.16,11.4,13.1,-114.9,4429299
Devontez Walker,WR,131,25,27.5,17.0,1.62,10.2,16.5,-115.1,4696882
Tyler Badie,RB,86,26,19.2,17.0,1.13,11.4,12.8,-115.3,4362748
Jaden Hicks,S,80,24,89.4,17.0,5.26,13.6,71.5,-115.9,4685232
Luke Farrell,TE,77,29,10.4,17.0,0.61,12.8,7.8,-116.0,4040612
Xavier Woods,S,88,31,59.4,17.0,3.49,11.3,39.6,-116.3,3040572
Pete Werner,LB,65,27,131.2,17.0,7.72,12.2,94.4,-116.4,4241993
Max Klare,TE,78,23,9.6,17.0,0.56,12.8,7.2,-116.6,4833029
Justin Joly,TE,79,22,9.2,17.0,0.54,12.8,7.0,-116.9,4912052
Brevyn Spann-Ford,TE,80,27,9.2,17.0,0.54,12.8,6.9,-116.9,4360967
Tanner Koziol,TE,81,23,8.9,17.0,0.53,12.8,6.7,-117.0,4917427
CJ Dippre,TE,82,24,9.0,17.0,0.53,12.8,6.8,-117.0,4596545
Ko Kieft,TE,83,28,8.9,17.0,0.53,12.8,6.7,-117.0,4034779
Oscar Delp,TE,84,23,8.7,17.0,0.51,12.8,6.6,-117.2,4702559
Sam Roush,TE,85,23,8.7,17.0,0.51,12.8,6.6,-117.2,4685504
Marlin Klein,TE,87,24,8.7,17.0,0.51,12.8,6.5,-117.2,4695705
Matthew Hibner,TE,88,24,8.6,17.0,0.51,12.8,6.5,-117.2,4432260
Drew Ogletree,TE,90,28,8.6,17.0,0.51,12.8,6.5,-117.2,4722908
Josh Cuevas,TE,91,23,8.6,17.0,0.51,12.8,6.5,-117.2,4876132
Kaytron Allen,RB,87,23,16.1,17.0,0.95,11.4,10.8,-117.3,4685246
Seth McGowan,RB,88,25,15.9,17.0,0.94,11.4,10.7,-117.4,4686468
Alec Ingold,RB,89,30,15.8,17.0,0.93,11.4,10.6,-117.5,3917668
