nombre,pos,rank_pos,edad,pg,eg,total_v2,vbd2,espn_id,p10,p25,p50,p75,p90
Josh Allen,QB,1,30,27.07,14.9,403.0,195.5,3918298,237.5,344.9,419.8,497.9,558.4
Puka Nacua,WR,1,25,22.73,14.6,331.1,164.5,4426515,191.1,257.3,346.6,411.4,482.1
Drake Maye,QB,2,24,24.21,14.9,360.4,152.9,4431452,219.2,308.9,378.0,438.4,504.4
Jahmyr Gibbs,RB,1,24,23.46,13.5,315.6,147.7,4429795,123.5,233.5,331.8,425.4,530.9
Ja'Marr Chase,WR,2,26,21.44,14.6,312.4,145.7,4362628,179.5,244.9,319.4,382.9,454.0
Jalen Hurts,QB,6,28,23.66,14.9,352.2,144.7,4040715,208.0,302.3,369.4,428.6,491.1
Matthew Stafford,QB,7,38,23.42,14.9,348.8,141.1,12483,199.0,296.6,362.9,430.8,487.9
Bijan Robinson,RB,2,24,22.84,13.5,307.2,139.3,4430807,100.8,217.3,313.6,405.4,510.5
Jaxon Smith-Njigba,WR,3,24,20.9,14.6,304.5,137.8,4430878,171.0,242.9,312.4,374.9,444.5
Joe Burrow,QB,4,30,23.97,13.7,327.8,137.3,3915511,103.7,268.9,346.0,415.2,481.2
Amon-Ra St. Brown,WR,4,27,20.59,14.6,300.0,133.3,4374302,176.0,240.9,309.3,369.9,436.7
Christian McCaffrey,RB,3,30,22.01,13.5,296.1,128.1,3117251,113.3,215.2,309.7,397.9,490.6
Dak Prescott,QB,9,33,22.42,14.9,333.9,126.2,2577417,182.1,277.2,347.0,405.7,462.7
Patrick Mahomes,QB,12,31,22.08,14.9,328.8,121.1,3139477,186.8,280.2,343.9,404.9,455.7
Brock Purdy,QB,10,27,22.42,13.7,306.6,116.0,4361741,102.1,253.0,328.4,395.3,446.2
Trevor Lawrence,QB,13,27,21.6,14.9,321.5,114.0,4360310,189.9,275.6,335.5,388.6,444.7
Justin Herbert,QB,14,28,21.45,14.9,319.3,111.8,4038941,191.5,271.8,334.3,391.8,445.6
Jonathan Taylor,RB,4,27,20.75,13.5,279.2,111.1,4242335,95.6,193.6,282.6,378.2,464.9
Jared Goff,QB,15,32,21.39,14.9,318.5,110.9,3046779,194.7,272.9,332.5,387.4,445.6
Caleb Williams,QB,16,25,21.32,14.9,317.4,109.8,4431611,183.5,269.8,330.0,386.2,439.0
Bo Nix,QB,8,26,22.51,12.6,284.6,107.9,4426338,89.6,176.7,294.1,389.2,479.2
CeeDee Lamb,WR,5,27,18.73,14.6,272.9,106.1,4241389,158.7,218.4,287.2,342.0,400.3
Jaxson Dart,QB,11,23,22.13,12.6,279.9,103.1,4689114,91.1,178.2,297.3,384.5,464.0
Justin Jefferson,WR,6,27,18.73,13.8,258.8,100.3,4262921,90.4,170.8,256.9,342.9,423.6
Jayden Daniels,QB,5,26,23.69,9.1,214.9,88.6,4426348,47.4,75.5,176.2,355.4,402.7
De'Von Achane,RB,5,25,18.99,13.5,255.5,87.3,4429160,93.6,183.5,271.1,349.7,427.3
Lamar Jackson,QB,3,29,24.1,8.6,206.2,87.3,3916387,29.2,70.8,166.0,330.9,439.5
Baker Mayfield,QB,17,31,20.35,12.6,257.4,80.6,3052587,68.8,155.4,266.1,351.0,429.3
Trey McBride,TE,1,27,15.21,14.1,214.6,78.1,4361307,105.3,156.8,216.2,268.1,323.5
Drake London,WR,7,25,17.08,13.8,235.2,77.6,4426502,58.1,169.4,252.9,308.6,363.3
Jordan Love,QB,18,28,20.1,12.6,254.1,77.5,4036378,73.1,158.2,262.4,346.9,433.7
Rashee Rice,WR,8,26,17.05,13.8,234.7,77.1,4428331,62.8,174.6,252.5,308.4,367.6
James Cook III,RB,6,27,18.22,13.5,245.1,76.9,4379399,87.3,170.3,248.6,326.2,407.7
Ashton Jeanty,RB,7,23,18.14,13.5,244.0,75.9,4890973,97.9,175.6,253.2,327.7,405.6
Omarion Hampton,RB,9,23,17.99,13.8,247.4,75.5,4685382,114.6,178.2,247.4,317.1,390.3
Derrick Henry,RB,8,32,18.05,13.5,242.7,74.7,3043078,105.6,179.3,258.4,329.1,408.2
Saquon Barkley,RB,11,29,17.78,13.5,239.2,71.0,3929630,99.5,173.8,243.1,317.0,389.3
Josh Jacobs,RB,12,28,17.7,13.5,238.0,69.9,4047365,92.5,167.0,242.3,320.9,403.8
Breece Hall,RB,13,25,17.66,13.5,237.5,69.4,4427366,83.6,173.1,249.0,319.5,395.2
Brock Bowers,TE,2,24,15.05,12.4,187.1,66.7,4432665,87.0,129.4,185.4,245.1,296.4
Chase Brown,RB,15,26,17.45,13.5,234.7,66.6,4362238,87.0,170.0,242.4,310.1,384.7
Kenneth Walker III,RB,14,26,17.65,12.8,225.9,65.7,4567048,59.2,119.6,214.1,335.7,473.9
Nico Collins,WR,9,27,15.86,14.6,231.1,64.2,4258173,124.5,177.8,236.9,282.2,331.4
A.J. Brown,WR,10,29,15.79,14.6,230.0,63.2,4047646,125.2,177.7,236.7,282.1,330.4
Jeremiyah Love,RB,10,21,17.9,11.4,203.4,61.3,4870808,204.1,204.1,204.1,204.1,204.1
Sam Darnold,QB,22,29,18.77,12.6,237.4,60.7,3912547,80.1,157.0,248.5,324.5,399.5
C.J. Stroud,QB,23,25,18.72,12.6,236.7,60.1,4432577,65.6,144.3,240.0,323.1,403.7
Chris Olave,WR,13,26,15.52,14.6,226.1,59.3,4361370,124.2,176.4,232.0,277.2,329.3
Javonte Williams,RB,16,26,16.75,13.5,225.3,57.1,4361579,85.8,162.0,233.2,306.3,377.0
Tetairoa McMillan,WR,14,23,15.3,14.6,222.9,56.1,4685472,122.0,171.7,229.5,275.5,334.1
Zay Flowers,WR,15,26,15.19,14.6,221.4,54.5,4429615,125.9,174.4,230.5,275.1,320.3
Garrett Wilson,WR,11,26,15.75,12.5,196.1,53.6,4569618,52.0,116.5,191.4,257.6,320.8
George Pickens,WR,16,25,15.1,14.6,220.0,53.1,4426354,118.7,163.1,223.6,272.9,317.2
Tyler Shough,QB,19,27,19.9,8.6,170.3,51.2,4360689,23.9,56.6,138.9,269.2,366.7
Daniel Jones,QB,20,29,19.82,8.6,169.5,50.5,3917792,24.6,56.4,133.9,266.7,363.2
DeVonta Smith,WR,17,28,15.09,13.8,208.4,50.1,4241478,72.4,137.5,208.6,276.1,350.4
Bryce Young,QB,24,25,17.9,12.6,226.4,49.8,4685720,68.1,141.1,237.9,311.1,380.1
Malik Nabers,WR,12,23,15.6,11.8,184.2,48.9,4595348,109.2,171.6,215.5,248.6,265.2
Tyler Warren,TE,3,24,13.05,14.1,184.2,47.7,4431459,87.6,133.7,185.9,234.4,277.6
Geno Smith,QB,25,36,17.72,12.6,224.1,47.5,15864,69.5,144.7,235.7,304.3,377.2
Kyler Murray,QB,21,29,18.92,9.1,171.5,45.2,3917315,20.1,60.3,132.4,264.9,321.6
Davante Adams,WR,18,34,14.55,14.6,212.0,45.1,16800,118.7,168.2,218.7,265.7,310.7
Colston Loveland,TE,4,22,12.87,14.1,181.7,45.1,4723086,89.1,133.8,184.2,231.1,275.9
Emeka Egbuka,WR,19,24,14.54,13.8,200.8,42.5,4567750,73.7,135.9,202.6,268.7,329.8
Cam Skattebo,RB,18,24,15.58,13.8,214.4,42.2,4696981,99.8,152.4,216.1,276.5,343.0
Travis Etienne Jr.,RB,17,27,15.62,13.5,210.1,41.8,4239996,76.8,152.0,220.0,281.9,349.5
Aaron Rodgers,QB,27,43,16.79,12.6,212.3,35.8,8439,60.6,128.1,217.3,291.0,355.6
George Kittle,TE,5,33,12.56,12.4,156.1,35.8,3040151,71.8,105.8,156.6,206.5,247.1
Brandon Aubrey,K,1,31,11.85,14.7,174.0,33.2,3953687,78.5,137.9,184.8,231.0,283.6
Texans D/ST,DST,1,,9.97,17.0,169.4,33.2,-16034,169.4,169.4,169.4,169.4,169.4
Ladd McConkey,WR,20,25,13.85,13.8,191.3,33.0,4612826,67.1,121.5,184.5,249.1,305.7
Kyren Williams,RB,19,26,14.95,13.5,201.0,32.8,4430737,76.4,144.2,211.9,271.7,334.2
Tee Higgins,WR,22,27,13.68,14.6,199.3,32.4,4239993,106.4,154.3,202.0,243.4,286.9
Cam Ward,QB,28,24,16.51,12.6,208.8,32.3,4688380,64.0,129.1,215.7,285.1,353.0
Malik Willis,QB,26,27,17.26,9.1,156.5,30.1,4242512,18.3,55.0,128.4,256.7,293.4
Blake Cashman,LB,1,30,9.32,13.5,125.9,30.0,3728281,81.0,105.5,129.0,144.5,165.7
Jeffery Simmons,DT,1,29,5.3,12.9,68.5,29.8,4035369,28.4,48.3,68.6,92.8,118.7
Quinshon Judkins,RB,20,23,14.83,12.8,189.7,29.6,4685702,49.7,97.0,178.5,280.6,391.5
Terry McLaurin,WR,21,31,13.83,12.5,172.2,29.6,3121422,54.9,110.3,171.9,235.6,291.1
Steelers D/ST,DST,2,,9.76,17.0,165.9,29.6,-16023,165.9,165.9,165.9,165.9,165.9
Jaylen Waddle,WR,23,28,13.43,14.6,195.7,28.8,4372016,111.6,156.1,203.9,243.6,282.1
Harold Fannin Jr.,TE,7,22,11.7,14.1,165.1,28.6,5083076,81.7,126.4,170.8,213.5,254.9
Broncos D/ST,DST,3,,9.7,17.0,164.9,28.6,-16007,164.9,164.9,164.9,164.9,164.9
Jordyn Brooks,LB,2,29,9.15,13.9,127.6,28.5,4043130,59.9,96.7,130.1,159.6,181.6
Kyle Pitts Sr.,TE,8,26,11.57,14.1,163.3,26.8,4360248,82.9,120.6,163.8,203.9,247.8
Sam LaPorta,TE,6,25,11.72,12.4,145.7,25.4,4430027,67.4,101.7,145.3,188.7,229.1
Jameson Williams,WR,26,25,13.17,14.6,191.8,25.0,4426388,111.6,152.6,200.7,242.2,284.8
Rome Odunze,WR,24,24,13.38,12.5,166.6,24.0,4431299,41.0,97.1,159.2,218.9,272.7
Cameron Dicker,K,2,26,11.21,14.7,164.6,23.8,4362081,74.8,129.5,176.0,221.6,266.4
DJ Moore,WR,27,29,13.16,13.8,181.9,23.5,3915416,65.3,121.4,182.1,243.0,300.9
Seahawks D/ST,DST,4,,9.4,17.0,159.7,23.5,-16026,159.7,159.7,159.7,159.7,159.7
Carnell Tate,WR,25,21,13.33,12.4,164.8,23.2,4871023,165.3,165.3,165.3,165.3,165.3
Ravens D/ST,DST,5,,9.38,17.0,159.4,23.1,-16033,159.4,159.4,159.4,159.4,159.4
Rams D/ST,DST,6,,9.31,17.0,158.2,21.9,-16014,158.2,158.2,158.2,158.2,158.2
Ka'imi Fairbairn,K,3,32,11.03,14.7,162.0,21.2,2971573,73.5,129.5,171.2,211.2,262.8
Maxx Crosby,DE,1,29,5.62,13.4,75.1,20.9,3916655,29.4,52.4,74.6,98.8,125.8
Alec Pierce,WR,29,26,12.85,14.6,187.1,20.3,4360078,107.5,146.9,194.7,234.9,276.7
Nick Emmanwori,CB,1,22,6.85,13.0,89.3,20.1,4869523,35.3,63.5,89.8,117.8,148.5
Courtland Sutton,WR,30,31,12.76,14.6,185.9,19.0,3128429,105.3,147.5,189.2,229.9,272.5
Jason Myers,K,4,35,10.86,14.7,159.5,18.7,2473037,65.9,127.3,170.3,212.7,260.7
Travis Kelce,TE,9,37,10.99,14.1,155.1,18.6,15847,77.1,115.6,156.7,198.7,235.4
Dallas Goedert,TE,10,31,10.97,14.1,154.7,18.3,3121023,73.8,115.0,156.7,196.7,231.9
Luther Burden III,WR,28,23,12.9,12.4,159.5,17.9,4685278,36.0,85.2,158.7,270.6,412.2
Fred Warner,LB,3,30,8.5,12.2,104.0,17.1,3138826,103.7,103.7,103.7,103.7,103.7
Kamari Lassiter,CB,2,23,6.6,13.0,86.1,16.9,4602699,35.9,60.7,88.2,118.6,149.0
Jack Campbell,LB,4,26,8.31,13.9,115.8,16.8,4569465,48.4,83.2,115.4,142.2,163.6
Eddy Pineiro,K,6,31,10.7,14.7,157.1,16.3,4034949,64.3,119.3,164.0,206.8,257.5
Lions D/ST,DST,7,,8.98,17.0,152.7,16.3,-16008,152.7,152.7,152.7,152.7,152.7
Nick Bolton,LB,5,26,8.27,13.9,115.3,16.3,4362759,48.0,79.4,116.1,143.8,162.8
Harrison Mevis,K,5,24,10.73,13.8,148.3,15.7,4574716,50.1,100.7,158.6,204.5,254.8
D'Andre Swift,RB,21,27,13.62,13.5,183.2,14.8,4259545,67.8,124.8,186.4,241.9,304.5
Jacoby Brissett,QB,29,34,15.12,12.6,191.2,14.7,2578570,55.4,116.7,191.8,253.9,311.6
Tykee Smith,S,1,25,6.94,13.9,96.8,14.5,4428522,59.5,82.6,105.8,126.3,138.7
Quentin Lake,CB,3,27,6.6,10.5,69.1,13.6,4249128,18.0,41.0,70.1,101.3,134.4
Brian Burns,DE,3,28,5.06,13.4,67.7,13.4,4035631,30.5,47.5,69.9,91.8,115.6
Cedric Gray,LB,6,24,8.05,13.9,112.2,13.2,4429834,46.9,80.6,113.6,140.6,161.9
Foyesade Oluokun,LB,7,31,8.02,13.9,111.8,12.8,3050073,49.4,82.9,114.0,140.0,162.4
Bucky Irving,RB,22,24,13.44,13.8,184.9,12.7,4596448,91.8,136.8,186.6,244.3,303.3
Tucker Kraft,TE,11,26,10.68,12.4,132.7,12.5,4572680,61.0,93.1,133.8,173.6,210.1
Andrew Van Ginkel,DE,2,31,5.19,10.9,56.5,12.3,3133487,13.8,33.1,55.3,78.7,104.6
Kyle Hamilton,S,2,25,6.78,13.9,94.5,12.2,4575517,56.0,81.5,101.9,123.4,137.0
DK Metcalf,WR,32,29,12.28,14.6,178.8,12.0,4047650,100.2,140.9,185.5,221.6,260.5
DeForest Buckner,DT,2,32,4.1,10.7,43.8,11.9,2971282,11.5,25.8,45.5,63.1,84.0
Michael Pittman Jr.,WR,31,29,12.31,13.8,170.1,11.7,4035687,56.7,109.1,164.6,221.2,267.3
Nick Bosa,DE,4,29,4.87,13.4,65.1,10.9,4040605,65.3,65.3,65.3,65.3,65.3
Will Anderson Jr.,DE,5,25,4.86,13.4,65.0,10.7,4685724,28.6,44.5,65.1,85.3,109.9
Myles Garrett,DE,6,31,4.85,13.4,64.9,10.6,3122132,27.4,45.7,64.9,85.3,110.4
Eagles D/ST,DST,8,,8.64,17.0,146.8,10.5,-16021,146.8,146.8,146.8,146.8,146.8
Derrick Brown,DT,3,28,3.8,12.9,49.2,10.4,4035495,20.3,34.7,50.3,65.5,86.1
Carson Schwesinger,LB,8,23,7.84,13.9,109.2,10.3,4876017,47.6,81.2,111.2,136.9,157.7
Dallas Turner,DE,7,23,4.82,13.4,64.5,10.2,4565190,26.7,44.1,65.5,86.3,108.3
TreVeyon Henderson,RB,23,24,13.26,13.5,178.4,10.0,4432710,76.5,131.7,186.5,240.4,299.0
Mark Andrews,TE,12,31,10.44,12.8,133.5,9.9,3116365,38.6,69.4,123.3,197.3,294.1
Tyson Campbell,CB,6,26,6.05,13.0,78.9,9.8,4379397,35.4,55.7,79.1,104.5,132.9
Marvin Harrison Jr.,WR,33,24,12.2,12.5,151.9,9.2,4432708,41.9,92.5,149.8,205.3,258.7
Christian Gonzalez,CB,9,24,5.99,13.0,78.1,9.0,4686772,32.5,56.0,79.3,102.7,131.4
Quinnen Williams,DT,4,29,3.69,12.9,47.8,9.0,4040982,19.5,32.7,47.1,62.3,81.4
Devon Witherspoon,CB,4,26,6.14,10.5,64.3,8.8,4575431,16.5,36.7,65.3,94.9,124.8
Jake Ferguson,TE,13,27,10.27,14.1,144.9,8.5,4242355,70.0,106.4,145.4,186.7,225.9
Budda Baker,S,3,30,6.51,13.9,90.7,8.5,3127287,58.6,78.7,97.6,116.4,130.1
Zach Charbonnet,RB,25,25,13.18,12.8,168.6,8.4,4426385,42.6,86.2,158.6,243.9,343.6
Paulson Adebo,CB,5,27,6.1,10.5,63.9,8.4,4242547,17.2,36.4,63.5,90.8,121.0
Patriots D/ST,DST,9,,8.51,17.0,144.7,8.3,-16017,144.7,144.7,144.7,144.7,144.7
T.J. Watt,DE,8,32,4.68,13.4,62.5,8.3,3045282,27.8,44.5,64.0,84.7,108.4
Ernest Jones IV,LB,9,27,7.69,13.9,107.2,8.2,4362851,46.6,76.1,108.6,134.4,155.6
Browns D/ST,DST,10,,8.49,17.0,144.4,8.0,-16005,144.4,144.4,144.4,144.4,144.4
Aidan Hutchinson,DE,9,26,4.66,13.4,62.4,8.0,4372099,28.5,44.5,63.9,84.4,106.7
Jamien Sherwood,LB,10,26,7.67,13.9,106.9,7.9,4361331,44.7,73.5,106.1,133.4,153.6
DaRon Bland,CB,7,27,6.03,10.5,63.1,7.7,4248911,15.7,34.0,62.1,90.2,118.0
Jeremy Chinn,S,5,28,6.45,13.9,89.9,7.6,4043169,55.3,78.8,98.5,117.8,130.7
Bhayshul Tuten,RB,24,23,13.18,11.4,149.9,7.5,4882093,24.0,57.5,131.9,243.8,375.4
Harrison Butker,K,7,31,10.1,14.7,148.4,7.5,3055899,65.6,115.3,154.8,193.4,242.9
Derwin James Jr.,S,4,30,6.45,13.6,87.7,7.5,3691739,36.4,61.9,88.6,115.0,150.0
Micah Parsons,DE,10,27,4.61,13.4,61.6,7.4,4361423,26.6,43.2,62.9,83.5,105.5
Trent McDuffie,CB,8,26,6.0,10.5,62.9,7.4,4426405,16.3,33.8,61.4,88.6,116.3
Cooper DeJean,CB,10,23,5.87,13.0,76.5,7.4,4682618,28.9,53.6,77.9,102.8,132.5
Chiefs D/ST,DST,11,,8.45,17.0,143.6,7.3,-16012,143.6,143.6,143.6,143.6,143.6
Bears D/ST,DST,12,,8.45,17.0,143.6,7.3,-16003,143.6,143.6,143.6,143.6,143.6
Talanoa Hufanga,S,6,26,6.42,13.9,89.5,7.2,4360853,55.2,77.1,95.1,114.3,127.3
Cam Little,K,8,23,10.07,14.7,147.9,7.1,4686361,65.5,116.3,155.1,195.1,243.7
Kam Curl,S,8,27,6.4,13.9,89.2,7.0,4242154,52.3,76.9,95.9,114.0,127.8
Jalen Pitre,CB,11,27,5.84,13.0,76.1,7.0,4241223,31.0,55.0,78.0,101.2,126.3
Jalen Redmond,DT,5,27,3.51,12.9,45.3,6.7,4360277,19.9,31.9,46.2,60.8,79.0
Danielle Hunter,DE,11,32,4.54,13.4,60.6,6.4,2976560,25.1,42.0,62.0,82.5,105.2
Cameron Heyward,DT,6,37,3.48,12.9,45.1,6.3,13977,19.5,31.3,44.9,60.8,78.8
Quay Walker,LB,11,26,7.54,13.9,105.0,6.1,4379416,43.8,77.0,107.1,132.2,153.1
Brian Branch,S,7,25,6.42,11.3,72.7,5.9,4692025,21.9,43.7,71.7,102.1,131.5
Kenyon Sadiq,TE,14,21,10.12,12.8,129.5,5.8,5083315,129.5,129.5,129.5,129.5,129.5
Alex Singleton,LB,12,33,7.49,13.9,104.4,5.4,2612151,43.6,75.1,103.1,128.8,148.6
Chris Boswell,K,9,35,9.95,14.7,146.1,5.3,17372,65.1,113.5,154.4,194.0,241.8
Alex Highsmith,DE,12,29,4.53,10.9,49.3,5.1,4037333,11.7,30.0,49.3,70.2,89.9
Chargers D/ST,DST,13,,8.31,17.0,141.3,4.9,-16024,141.3,141.3,141.3,141.3,141.3
Xavier McKinney,S,9,27,6.25,13.9,87.2,4.9,4241470,55.3,74.4,92.6,112.8,124.9
Nate Landman,LB,13,28,7.44,13.9,103.7,4.7,4243181,43.3,74.6,104.2,129.8,147.7
Jordyn Tyson,WR,34,22,11.82,12.4,146.1,4.5,4880281,146.6,146.6,146.6,146.6,146.6
Nick Folk,K,10,42,9.89,14.7,145.2,4.4,10621,67.7,117.0,154.8,189.7,235.7
Byron Young,DE,13,28,4.37,13.4,58.4,4.2,4875196,25.2,40.1,58.7,76.5,98.2
Cairo Santos,K,11,35,9.87,14.7,144.9,4.1,17427,67.3,115.4,152.3,189.0,230.9
Will Reichard,K,12,25,9.86,14.7,144.8,4.0,4567104,64.8,116.2,154.6,189.8,237.1
Chase McLaughlin,K,13,30,9.85,14.7,144.7,3.8,3150744,59.1,112.0,150.6,186.9,234.1
Bengals D/ST,DST,14,,8.24,17.0,140.1,3.7,-16004,140.1,140.1,140.1,140.1,140.1
Zach Harrison,DT,7,25,3.28,12.9,42.4,3.7,4426412,42.3,42.3,42.3,42.3,42.3
Jordan Battle,S,10,26,6.16,13.9,85.8,3.6,4567098,50.8,73.4,90.9,110.2,124.5
Ed Oliver,DT,8,29,3.26,12.9,42.2,3.5,4039303,42.1,42.1,42.1,42.1,42.1
Tommy Togiai,DT,9,27,3.25,12.9,42.1,3.4,4361366,17.3,29.2,42.6,56.3,71.6
Nnamdi Madubuike,DT,10,29,3.23,12.9,41.8,3.1,4035245,41.7,41.7,41.7,41.7,41.7
Leonard Williams,DT,11,32,3.23,12.9,41.8,3.1,2971622,17.9,29.1,42.6,57.8,72.0
Byron Murphy II,DT,12,24,3.23,12.9,41.7,3.1,4570040,18.4,29.9,42.9,56.6,72.1
Tyler Loop,K,14,25,9.78,14.7,143.7,2.8,4697745,61.6,114.5,152.5,190.7,235.2
Nakobe Dean,LB,14,26,7.38,9.8,72.4,2.7,4426340,15.2,35.3,66.6,106.8,149.9
Jets D/ST,DST,15,,8.17,17.0,138.8,2.6,-16020,138.8,138.8,138.8,138.8,138.8
Tremaine Edmunds,LB,15,28,7.28,14.2,103.4,2.6,3929950,67.6,84.0,103.1,113.2,130.0
Nick Cross,S,11,25,6.09,13.9,84.8,2.6,4426403,50.3,72.5,89.4,108.2,121.8
Jake Bates,K,15,27,9.76,14.7,143.3,2.5,4689936,62.8,112.7,152.4,191.2,231.8
Christian Watson,WR,35,27,11.62,13.8,159.9,2.2,4248528,45.8,127.6,174.9,210.7,247.1
Packers D/ST,DST,16,,8.13,17.0,138.2,1.9,-16009,138.2,138.2,138.2,138.2,138.2
DeShon Elliott,S,12,29,6.04,13.6,82.1,1.9,3929846,82.1,82.1,82.1,82.1,82.1
Jordan Davis,DT,13,26,3.14,12.9,40.6,1.9,4381558,16.7,28.1,41.1,54.8,69.3
Chamarri Conner,S,13,26,6.02,13.9,84.0,1.7,4361964,53.0,71.7,91.8,109.2,122.0
Matthew Golden,WR,36,23,11.59,12.4,143.3,1.6,4701936,31.8,69.3,135.5,234.8,364.1
Tuli Tuipulotu,DE,15,24,4.18,13.4,55.9,1.6,4431442,25.3,40.0,56.8,75.5,94.2
Jonathan Greenard,DE,14,29,4.2,10.9,45.7,1.5,3916409,12.0,27.7,45.2,63.2,83.1
Joshua Metellus,S,14,28,6.01,13.6,81.6,1.5,4046537,36.0,58.8,84.2,108.6,139.7
T.J. Hockenson,TE,15,29,9.78,12.8,125.1,1.4,4036133,35.7,67.0,121.9,184.8,265.2
Roquan Smith,LB,16,29,7.2,13.9,100.3,1.4,3915189,45.2,72.4,101.1,125.7,144.8
Keisean Nixon,CB,12,29,5.4,13.0,70.4,1.3,4259493,27.8,49.4,71.7,95.7,119.9
Alontae Taylor,CB,13,28,5.39,13.0,70.3,1.2,4369835,30.5,50.8,71.8,94.4,117.7
Trey Smack,K,16,23,9.66,14.7,141.8,1.0,4869461,142.0,142.0,142.0,142.0,142.0
A.J. Terrell Jr.,CB,14,28,5.37,13.0,70.0,0.9,4239995,27.2,49.0,69.4,92.2,118.9
Adam Butler,DT,15,32,3.06,12.9,39.5,0.9,2972342,14.9,26.9,39.7,53.5,68.6
Jaquan Brisker,S,15,27,5.95,13.6,80.9,0.7,4570044,35.2,59.8,83.6,108.0,137.5
D.J. Reed,CB,15,30,5.37,10.5,56.2,0.7,3139387,13.1,31.7,55.6,80.0,103.3
Zyon McCollum,CB,16,27,5.37,10.5,56.2,0.7,4250392,15.1,32.7,57.2,82.2,104.7
Malcolm Roach,DT,14,28,3.06,10.7,32.7,0.7,4039064,8.1,18.8,33.6,47.0,62.7
Isaiah Likely,TE,16,26,9.72,12.8,124.3,0.6,4361050,35.3,68.1,117.1,188.5,281.3
Chase Young,DE,16,27,4.11,10.9,44.6,0.5,4241986,12.3,26.3,44.4,62.9,82.9
Jalen Carter,DT,16,25,3.02,10.7,32.3,0.3,4685759,8.2,19.1,31.4,45.1,59.4
Mike Evans,WR,37,33,11.48,12.5,142.9,0.2,16737,41.3,84.7,135.5,186.2,232.2
Jadarian Price,RB,26,23,12.52,11.4,142.3,0.0,4685512,142.7,142.7,142.7,142.7,142.7
Parker Washington,WR,38,24,11.46,13.8,158.3,0.0,4432620,55.5,104.6,159.0,209.4,258.2
Fernando Mendoza,QB,30,23,13.95,13.3,185.6,0.0,4837248,185.5,185.5,185.5,185.5,185.5
Dalton Kincaid,TE,17,27,9.67,10.0,96.5,0.0,4385690,19.5,45.3,91.9,156.5,242.3
Evan McPherson,K,17,27,9.59,14.7,140.9,0.0,4360234,62.3,109.5,148.3,184.6,229.5
Buccaneers D/ST,DST,17,,8.02,17.0,136.3,0.0,-16027,136.3,136.3,136.3,136.3,136.3
Robert Spillane,LB,17,31,7.1,9.8,69.6,0.0,3129446,16.0,33.3,63.6,102.9,149.3
DeMarcus Lawrence,DE,17,34,4.06,13.4,54.3,0.0,16802,23.7,37.8,53.5,71.3,92.2
Malik Mustapha,S,16,24,5.9,11.3,66.9,0.0,4696211,19.6,39.3,66.5,94.7,128.8
Jalen Thompson,S,17,28,5.9,13.6,80.2,0.0,4043089,35.5,60.5,83.5,108.7,139.0
Kool-Aid McKinstry,CB,17,24,5.3,13.0,69.2,0.0,4433975,26.2,47.0,71.3,94.2,117.6
Dax Hill,CB,18,26,5.3,13.0,69.1,0.0,4426422,30.7,49.3,69.6,91.4,117.8
Tershawn Wharton,DT,17,28,2.99,10.7,32.0,0.0,4058925,7.9,17.8,31.6,45.3,58.6
Marlon Humphrey,CB,19,30,5.29,13.0,69.0,-0.1,3126356,28.0,48.8,71.0,93.6,118.0
A'Shawn Robinson,DT,18,31,2.98,12.9,38.6,-0.1,3054857,16.8,27.0,38.6,52.2,67.7
Milton Williams,DT,19,27,2.97,10.7,31.8,-0.2,4239699,7.5,17.4,31.1,45.3,60.1
Jared Verse,DE,18,26,4.04,13.4,54.1,-0.3,4578085,22.9,37.4,53.3,71.4,92.2
Antoine Winfield Jr.,S,18,28,5.84,13.6,79.4,-0.8,4034790,34.2,57.2,82.9,106.0,137.3
T.J. Edwards,LB,19,30,7.01,9.8,68.7,-0.9,3121544,15.0,32.5,61.4,99.4,147.9
Barrett Carter,LB,18,24,7.03,13.9,98.0,-1.0,4431519,43.8,69.9,97.9,122.7,139.5
Zach Sieler,DT,20,31,2.89,12.9,37.3,-1.3,3057956,16.8,26.6,38.0,50.6,67.4
B.J. Hill,DT,21,31,2.88,12.9,37.2,-1.4,3116748,15.3,25.7,37.3,49.1,63.1
Colts D/ST,DST,18,,7.93,17.0,134.8,-1.5,-16011,134.8,134.8,134.8,134.8,134.8
Nik Bonitto,DE,19,27,3.95,13.4,52.8,-1.5,4360259,23.3,37.3,53.1,70.3,90.5
Montez Sweat,DE,20,30,3.94,13.4,52.7,-1.6,3134690,22.7,36.6,52.9,68.4,87.9
David Montgomery,RB,27,29,12.38,12.8,158.5,-1.8,4035538,44.2,85.1,149.2,229.0,321.7
Nick Scott,S,19,31,5.77,13.9,80.4,-1.8,3116179,49.6,68.4,85.6,103.3,116.9
Nathan Shepherd,DT,22,33,2.85,12.9,36.9,-1.8,4076951,15.1,25.5,37.0,49.4,64.8
Tony Pollard,RB,28,29,12.37,12.8,158.3,-1.9,3916148,41.3,81.8,154.1,229.0,321.7
Nate Wiggins,CB,20,23,5.15,13.0,67.2,-1.9,4601278,28.8,47.6,68.3,89.9,113.8
Grady Jarrett,DT,23,33,2.84,12.9,36.7,-1.9,2576492,15.7,26.0,37.0,49.3,64.6
Cole Bishop,S,20,24,5.75,13.6,78.1,-2.0,4676004,33.3,57.8,82.5,107.2,134.8
